user_id,item_id,rating
17608145,10621268,1
17608145,21053004,1
17608145,16107768,1
19191581,10645463,1
19191581,20155408,1
19191581,20179979,1
19191581,19904613,1
19191581,06742456,1
10436152,17649472,1
10436152,18739751,1
10436152,21108231,1
10436152,16198004,1
10436152,19310469,1
10436152,09318074,1
10436152,01964277,1
10436152,02801394,1
10436152,11942738,1
10436152,09648613,1
10436152,06638071,1
10436152,16184026,1
18950282,20941049,1
18950282,18330972,1
18950282,08083087,1
18950282,16107768,1
18950282,15449724,1
18950282,18950282,1
18950282,20314243,1
18353875,16171165,1
18353875,10747613,1
18353875,16277232,1
18353875,17608145,1
18353875,18732185,1
18353875,16743537,1
18353875,21107768,1
18353875,20381929,1
18353875,12815145,1
18353875,05558455,1
18353875,04857122,1
18353875,19733095,1
18353875,04739760,1
04885086,04898665,1
04885086,12065377,1
04885086,01229226,1
04885086,16188807,1
04885086,14571686,1
04885086,16504028,1
04885086,18273503,1
04885086,01889735,1
04885086,20379646,1
04885086,04807866,1
04885086,00504684,1
04885086,16287780,1
04885086,16195614,1
04885086,10190938,1
04885086,17834930,1
04885086,02933321,1
04885086,09406393,1
04885086,11942738,1
15449724,18732185,1
15449724,06677442,1
15449724,21105511,1
15449724,17827992,1
15449724,15449724,1
21070266,04753642,1
21070266,15429605,1
21070266,16221506,1
21070266,09422480,1
21070266,15455356,1
21070266,21070266,1
21070266,04460917,1
21070266,00010483,1
21070266,07521891,1
21070266,16396794,1
21070266,16380876,1
21070266,09478396,1
21070266,21107563,1
21070266,08420602,1
21070266,04421740,1
21070266,19236785,1
21070266,10140012,1
21070266,08681248,1
21070266,18504096,1
10620733,21062048,1
10620733,21065327,1
10620733,09610294,1
16184026,15394959,1
16184026,02743910,1
16184026,20506070,1
04999690,12880350,1
04999690,08913517,1
04999690,15429605,1
04999690,12203344,1
04999690,18273503,1
04999690,04885086,1
04999690,17532031,1
04999690,18894548,1
04999690,14793726,1
04999690,02414122,1
04999690,16200994,1
11996867,06595544,1
11996867,20941049,1
11996867,18149799,1
11996867,20381929,1
11996867,09406393,1
11996867,00566907,1
11996867,10407520,1
11996867,15429605,1
11996867,18739751,1
11996867,19545752,1
11996867,16281875,1
04421740,16315367,1
04421740,08180312,1
04421740,15768663,1
04421740,18959073,1
04421740,05570957,1
04421740,00488988,1
04421740,20127778,1
04421740,20025461,1
04421740,12037627,1
04421740,20111407,1
04421740,08675928,1
04421740,02032099,1
04421740,20140113,1
04421740,13580809,1
04421740,00089768,1
04421740,14498277,1
04421740,02797258,1
04421740,04795367,1
04421740,19310469,1
00089768,10140012,1
00089768,21063606,1
00089768,19278640,1
00089768,10755372,1
16471268,20146919,1
16471268,20296276,1
16471268,12037627,1
16471268,08420602,1
16471268,19557170,1
16471268,21108231,1
16471268,07867234,1
16471268,09021452,1
16471268,17290732,1
16471268,21107563,1
16471268,16662903,1
16471268,18703516,1
16471268,10746445,1
02743910,04831156,1
02743910,07750970,1
02743910,12815145,1
02743910,16018045,1
02743910,02756938,1
02743910,00563081,1
02743910,02396387,1
02743910,19670107,1
02743910,07723929,1
02743910,01722046,1
02743910,20562430,1
02743910,16471366,1
02743910,17410355,1
02743910,16184026,1
02743910,19733095,1
02743910,19547060,1
02743910,16559220,1
02743910,12754713,1
02743910,21063606,1
02743910,18510847,1
16727965,15908069,1
16727965,18398695,1
16727965,01964277,1
02659935,01971193,1
19355047,18273503,1
19355047,05402742,1
19355047,17290732,1
19355047,07801441,1
19355047,09511807,1
19355047,02032099,1
19355047,12765555,1
19355047,08133037,1
19355047,07949751,1
19355047,04172406,1
19355047,18539836,1
02779547,02556503,1
02779547,10728381,1
02779547,04772741,1
02779547,19236785,1
02779547,06586896,1
02779547,08913517,1
02779547,09797045,1
02779547,15429605,1
02779547,20801782,1
02779547,02396387,1
02779547,07801441,1
02779547,04403847,1
02779547,16195614,1
14755015,09440845,1
10777020,10755372,1
10777020,04453156,1
10777020,16534154,1
10777020,08304920,1
10777020,11141245,1
10777020,06638071,1
10777020,18925590,1
10777020,01229226,1
10777020,21105511,1
10777020,21022047,1
10777020,18732185,1
10777020,15908069,1
10777020,15455356,1
10777020,04999690,1
10777020,16578520,1
04800478,13200374,1
04800478,18636923,1
04800478,17948060,1
04800478,09537469,1
04800478,15708495,1
04800478,16593134,1
04800478,20562430,1
04800478,04753642,1
04800478,21065327,1
04800478,10826372,1
04800478,02902538,1
04800478,18950282,1
04800478,00037469,1
04800478,08431521,1
04800478,10620733,1
04800478,16468255,1
04800478,02933321,1
04800478,02756938,1
13360348,12717429,1
13360348,11219227,1
04827763,16826499,1
04827763,04795367,1
04827763,16191888,1
04827763,08913517,1
04827763,02902538,1
04827763,17834930,1
04827763,10635465,1
04827763,06595544,1
04827763,20506070,1
04827763,07676538,1
04827763,08304920,1
04827763,10140012,1
04827763,04857122,1
04827763,12208923,1
15297114,10483344,1
15297114,08942230,1
15297114,02756938,1
15297114,20111407,1
15297114,00566907,1
15297114,07954128,1
15297114,19418256,1
16534205,16183319,1
16534205,06295191,1
16534205,05926383,1
16534205,01971193,1
16534205,16287780,1
16534205,03524326,1
16534205,02825513,1
16534205,18273503,1
16534205,07867234,1
16534205,02933321,1
16534205,01111047,1
16534205,16191888,1
16534205,13203158,1
16534205,07594930,1
16534205,04767417,1
16534205,18407536,1
16534205,08083087,1
16534205,17532031,1
09612009,16907189,1
09612009,10996918,1
09612009,08083087,1
09612009,09406393,1
09612009,00563081,1
16328585,21062048,1
16328585,16326900,1
16328585,20379646,1
16328585,19236785,1
16328585,18510847,1
16328585,11141245,1
16328585,17555781,1
16328585,01722046,1
16328585,17661886,1
16328585,16579815,1
16328585,15447050,1
16328585,18732185,1
01964277,15394959,1
01964277,09511807,1
01964277,05348756,1
01964277,21053004,1
01964277,09612607,1
01964277,19278640,1
01964277,09134286,1
01964277,09021247,1
01964277,06677442,1
01964277,19358699,1
01964277,19236785,1
01964277,05537464,1
01964277,16380876,1
16287780,01111047,1
16287780,18330972,1
16287780,11001969,1
16287780,20046016,1
16287780,09482609,1
16287780,16684946,1
16287780,15470663,1
16287780,16137927,1
16287780,20701225,1
16287780,10874538,1
16287780,16907189,1
16287780,19418256,1
21063671,02192939,1
21063671,11996867,1
21063671,06595544,1
21063671,12208923,1
21063671,16281875,1
21063671,08431521,1
21063671,05715946,1
16521494,00051311,1
16521494,04772741,1
20812544,16582825,1
07750970,15908069,1
07750970,16240128,1
19670107,16046157,1
19670107,19355047,1
19670107,18330972,1
19670107,02880739,1
19670107,08891991,1
19670107,09612009,1
11001969,02858584,1
11001969,13818299,1
11001969,15708495,1
11001969,02929242,1
11001969,16418169,1
04772741,16506666,1
04772741,10276117,1
04772741,01931636,1
04772741,09537469,1
04772741,17643522,1
04772741,04827763,1
01229226,21022047,1
01229226,20506070,1
01229226,13360348,1
01229226,02880739,1
01892002,20179979,1
01892002,04739760,1
01892002,02902538,1
01892002,12090211,1
01892002,16329238,1
01892002,17827992,1
01892002,02032099,1
01892002,21091013,1
01892002,21023687,1
01892002,14755015,1
01892002,21063671,1
12203344,16191888,1
12203344,02109854,1
12203344,11942738,1
12203344,12754713,1
12203344,15297114,1
12203344,20151348,1
12203344,18703516,1
19073271,02032099,1
19073271,16826499,1
19073271,10483344,1
19073271,16277232,1
08229484,20379646,1
08229484,16191524,1
08229484,16541388,1
08229484,09648613,1
08229484,15417688,1
08229484,18950282,1
08229484,16969427,1
08229484,08645105,1
08229484,16188807,1
08229484,10849244,1
08229484,09482609,1
08229484,18616104,1
08229484,21023687,1
08229484,21089209,1
08229484,08946494,1
08229484,04162979,1
05757013,21070266,1
05757013,16240128,1
05757013,08130066,1
05757013,20127363,1
05757013,00437458,1
05757013,15539306,1
05757013,07867234,1
05757013,05134236,1
11141245,00537828,1
11141245,13580809,1
11141245,08645105,1
11141245,20379646,1
11141245,02767924,1
11141245,10483344,1
11141245,10481490,1
11141245,16268386,1
11141245,02824056,1
11141245,04774343,1
11141245,15470663,1
11141245,01129180,1
01110914,08229484,1
01110914,16464398,1
01110914,16582825,1
01110914,09616769,1
01110914,20151348,1
01110914,16504028,1
01110914,07455174,1
01110914,12717429,1
01110914,18510847,1
20111407,01229226,1
20111407,08420602,1
20111407,17834930,1
20111407,19418256,1
08130066,21107563,1
08130066,10996918,1
08130066,16541388,1
08130066,10407520,1
05729442,02888640,1
05729442,15470663,1
05729442,20134388,1
05729442,19681353,1
05729442,20115224,1
05729442,16115131,1
05729442,02750753,1
21107768,18772027,1
21107768,20383292,1
21107768,08180312,1
21107768,12795925,1
21107768,04403847,1
21107768,16662903,1
21107768,17532031,1
21107768,05537464,1
21107768,16506666,1
21107768,20127778,1
21107768,19214307,1
21107768,14498277,1
21107768,16684946,1
21107768,01889735,1
21107768,20519300,1
21107768,10842995,1
02801394,18703516,1
02801394,16115131,1
02801394,02414122,1
02801394,02767924,1
02801394,09380488,1
11219227,07676538,1
11219227,16838264,1
11219227,18636923,1
11219227,13456318,1
11219227,06742456,1
21023687,02906870,1
21023687,02414122,1
21023687,20941049,1
21023687,12750076,1
21023687,06742456,1
21023687,17643522,1
21023687,19358699,1
21023687,19236785,1
21023687,06915972,1
21023687,01929478,1
21023687,00488988,1
21023687,21073602,1
21023687,18397626,1
21023687,16578520,1
21023687,18732185,1
21023687,16200994,1
21023687,18149799,1
21023687,18406068,1
21023687,05715946,1
21023687,09422480,1
18616104,13307251,1
18616104,10777020,1
18616104,16352208,1
18616104,02801394,1
18616104,17594648,1
18616104,11182577,1
18616104,15394959,1
18616104,21073602,1
07801230,10140012,1
07801230,16534205,1
07801230,08946494,1
07801230,16195614,1
07801230,16845572,1
07801230,04767417,1
07801230,13360348,1
07801230,01111047,1
10636591,01149545,1
10636591,09610294,1
10636591,21089012,1
10636591,02779547,1
10636591,21022047,1
10636591,17621131,1
10636591,10635465,1
04752345,04898665,1
04752345,20982775,1
04752345,16559220,1
04752345,08628006,1
04752345,16281875,1
04752345,15455356,1
04752345,12065377,1
04752345,10140012,1
04752345,18616104,1
04752345,16277232,1
04752345,20150492,1
04752345,21073602,1
04752345,15297114,1
04752345,20379646,1
04752345,15222986,1
04752345,18950282,1
09422480,20046016,1
09422480,01722046,1
09422480,02192939,1
09422480,07063267,1
09422480,09648613,1
09422480,18020752,1
09422480,21108231,1
09422480,10453305,1
09422480,09123285,1
09422480,20384343,1
09422480,19047403,1
09422480,15449724,1
09422480,18888666,1
09422480,17056896,1
09422480,19293228,1
09422480,02556503,1
09422480,05348756,1
09422480,04460917,1
09422480,19670107,1
09422480,21077755,1
03524326,20379646,1
03524326,10826372,1
03524326,04774343,1
03524326,12071765,1
03524326,19904613,1
03524326,04460917,1
03524326,16195614,1
03524326,01111047,1
03524326,10645463,1
03524326,08681248,1
03524326,05537464,1
03524326,16277232,1
03524326,16198004,1
03524326,16343680,1
04807866,18316580,1
04807866,19904613,1
04807866,03978093,1
04807866,09134286,1
04807866,09561988,1
04807866,16277232,1
04807866,13456318,1
04807866,20146919,1
04807866,00438553,1
07521891,01889735,1
07521891,04772738,1
07521891,04885086,1
07521891,04772741,1
07521891,16534205,1
07521891,04717089,1
07521891,14793726,1
07521891,19620820,1
07521891,15681027,1
18894548,16665410,1
